reference_scenario,comparison_scenario,period_id,scope,group,metric,unit,n,percent_n,difference_mean,difference_median,difference_minimum,difference_maximum,difference_p10,difference_p90,percent_mean,percent_median,percent_minimum,percent_maximum,percent_p10,percent_p90,reference_p50,comparison_p50,claim_status
SOURCE_STATIC,BASELINE_SPREAD,summer,building,whole_building,pump_electricity_kwh,kWh,5,5,-155.4166195254793,-154.34203464747225,-158.49400353442888,-153.65158704344685,-157.61871700686697,-153.90682630067784,-3.2762911985487313,-3.2536381966454773,-3.341164608959149,-3.239083077540235,-3.3227129558784485,-3.2444636998607,4743.675397178455,4589.333362530982,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,summer,building,whole_building,district_cooling_kwh_boundary,kWh,5,5,-20019.660511413727,-19961.044988036854,-20202.8593685393,-19873.834829567233,-20168.444501558108,-19901.797365675913,-3.5141049195182545,-3.5038159788570793,-3.5462623082366127,-3.4885077448970008,-3.5402213739613178,-3.4934160841590822,569694.444813509,549733.3998254722,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,summer,building,whole_building,district_heating_kwh_boundary,kWh,5,5,197.22938043786837,202.68283834661997,185.35968308355518,206.63457856358957,185.90584428076414,205.87863358575356,24.48549390659554,25.162525949682436,23.011903097777246,25.65312380476995,23.079707532575902,25.559275281251644,805.4948010860489,1008.1776394326689,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,summer,building,whole_building,peak_hvac_electric_kw,kW,5,5,-25.023953732199107,-24.91674539689643,-32.68755341215956,-17.340454184323107,-30.01714773138501,-20.069663093551164,-2.1650409981416985,-2.155765467833546,-2.8280860020617036,-1.5002742826825883,-2.5970458617857046,-1.7364020043131323,1155.8189315434538,1130.9021861465574,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,summer,building,whole_building,cooling_unmet_occupied_hours,h,5,0,15.2,15.0,14.0,16.75,14.3,16.25,,,,,,,0.0,15.0,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,summer,building,whole_building,heating_unmet_occupied_hours,h,5,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,facility_electricity_kwh,kWh,5,5,117.28555638469406,119.24225800337445,102.11141111070174,132.24853533568967,105.29648579025525,128.4497130670614,0.10547862415470362,0.10723834803700957,0.09183203359776798,0.11893530613377103,0.09469647236913173,0.11551890467177948,111193.67295943624,111312.91521743961,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,fan_electricity_kwh,kWh,5,5,99.74912049661506,101.36210324127933,85.95892146981896,113.92414695269144,88.59497325178491,110.33504012943558,1.1443435214219357,1.1628480089285154,0.9861393704793846,1.3069624960077417,1.0163807276342864,1.2657874849356041,8716.71125228804,8818.073355529319,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,pump_electricity_kwh,kWh,5,5,17.536435888101323,17.800099769588883,16.152489640905628,18.3243883830213,16.701512538492466,18.14669493466001,3.2515979811117277,3.3004864183179867,2.9949872962460535,3.397699775002023,3.096786872669034,3.364751936476842,539.3174675949817,557.1175673645706,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,district_cooling_kwh_boundary,kWh,5,5,872.2555629560622,892.4629073381802,735.0120070302219,999.3333788413001,772.9331058007986,961.4619343503582,1.4668024089488,1.5007834836211111,1.236010898989852,1.6804990070337908,1.29977977750312,1.6168136281507643,59466.46648754645,60358.92939488463,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,district_heating_kwh_boundary,kWh,5,5,4129.570993127154,4206.192476844895,3864.9360414085604,4301.10574980719,3940.1522840169914,4269.721069742509,12.887139674547432,13.126252106416256,12.06129418327472,13.422447669507248,12.29602128347538,13.324505593609373,32044.123811920865,36250.31628876576,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
