reference_scenario,comparison_scenario,period_id,scope,group,metric,unit,n,percent_n,difference_mean,difference_median,difference_minimum,difference_maximum,difference_p10,difference_p90,percent_mean,percent_median,percent_minimum,percent_maximum,percent_p10,percent_p90,reference_p50,comparison_p50,claim_status
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,peak_hvac_electric_kw,kW,5,5,24.35333913336576,23.571260445826624,18.898001659855197,31.020025826283415,19.519670359080795,29.742109226547804,5.2821417902263805,5.1125120529623,4.098900925767739,6.72811945226946,4.233738378565177,6.450944456310103,461.0504621141954,484.621722560022,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,cooling_unmet_occupied_hours,h,5,0,3.85,3.5,3.0,5.0,3.2,4.7,,,,,,,0.0,3.5,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
SOURCE_STATIC,BASELINE_SPREAD,shoulder,building,whole_building,heating_unmet_occupied_hours,h,5,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,facility_electricity_kwh,kWh,5,5,118.8423221146084,115.02974037789681,112.33117579091777,127.87105448396869,113.04080012848863,126.67239400454673,1.2512817359040573,1.2113262320358409,1.182663092176136,1.346144388275717,1.1902027855763224,1.3335916895078266,9497.866714300886,9611.211473730576,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,fan_electricity_kwh,kWh,5,5,55.91013053610659,53.41071716790793,47.730099184639585,66.01923879049718,49.25357438091032,63.952267419167036,0.7466449834767335,0.7134087910081566,0.6373555933788877,0.8815205418430517,0.6577664101449788,0.8539352674496135,7488.770739674917,7540.102476661137,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,pump_electricity_kwh,kWh,5,5,62.932191578502355,62.566449459526666,61.61902320999047,64.60107660627955,61.71214020338371,64.36968313306434,4.6769326112971035,4.648480673206673,4.579356769485169,4.8013513537222305,4.585834704437042,4.784779873515976,1345.5824979742285,1408.5212647640785,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,district_cooling_kwh_boundary,kWh,5,5,0.7601503496148098,0.7754213558867491,0.6646845700462052,0.8003914340605434,0.7030294100050526,0.800117947691217,0.4061103343037515,0.41475760565077324,0.35402084626728575,0.428262304948292,0.37494259615074255,0.4278316604395668,187.1768304503996,187.93737712034292,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,district_heating_kwh_boundary,kWh,5,5,8028.245998907322,8083.190612500126,7771.355540634191,8110.752301826258,7889.920145273173,8109.71717603351,2.2049253683609793,2.219722800392155,2.1344086809631175,2.227646758182945,2.1670401844866127,2.227332519907696,364098.75999602344,372205.834793364,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,peak_hvac_electric_kw,kW,5,5,2.4877823409510595,2.4956133690155298,1.9885143618503776,2.9264249371282745,2.1574872420859377,2.8028199520057004,0.6562964827627852,0.6583420903691559,0.5238608077677229,0.7725878807015327,0.5687054186324931,0.739840448439266,379.07546935304566,381.5710827220612,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,cooling_unmet_occupied_hours,h,5,0,2.55,2.75,2.25,2.75,2.25,2.75,,,,,,,0.0,2.75,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,winter,building,whole_building,heating_unmet_occupied_hours,h,5,1,0.55,0.5,0.25,1.0,0.35,0.8,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.5,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,facility_electricity_kwh,kWh,5,5,-441.8738192932913,-435.41997157695005,-472.88032762127114,-421.6968375798606,-465.1260384072026,-423.36904458882634,-0.26486796419656783,-0.2610107924123321,-0.2834343162833106,-0.2528332838624811,-0.2787825267021376,-0.25380260475522354,166839.47583418133,166385.25727041802,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,fan_electricity_kwh,kWh,5,5,-357.9567461863004,-353.2796363912912,-385.13173056443156,-337.93402008933845,-378.6417470873832,-340.5730408594551,-2.618705780779539,-2.5857029279718877,-2.81537462741134,-2.4788273884937695,-2.7674940268520354,-2.49447676669931,13679.590872726933,13309.52874617833,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,pump_electricity_kwh,kWh,5,5,-83.91707310698675,-83.7628174905285,-87.74859705681683,-81.34578308764412,-86.48429131979847,-81.66360392685583,-1.8289482099845729,-1.8268157854483238,-1.9119900257573104,-1.772496714921196,-1.8843390605628376,-1.7797283933626797,4589.333362530982,4505.229274777257,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,district_cooling_kwh_boundary,kWh,5,5,-907.7105999545893,-788.8064805089962,-1138.1452416366665,-739.8444718461251,-1119.0032361320918,-756.4933142700465,-0.16513842170086587,-0.1434889131276041,-0.20712696459491992,-0.13462055975446507,-0.20360597101725758,-0.1376248120033095,549733.3998254722,548837.7781405766,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,district_heating_kwh_boundary,kWh,5,5,64.58702382234512,56.891944352523524,51.79717777387759,80.08559473800301,53.26019879492928,79.53362561112768,6.452769726572538,5.64304762646177,5.127217545120471,8.071355530578762,5.267936914220265,8.02009810347995,1008.1776394326689,1067.5841099761453,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,peak_hvac_electric_kw,kW,5,5,167.41734340901849,170.82400934630596,153.22401959827152,173.65534874595414,158.67698630459057,173.20397044376915,14.805680740555507,15.004588382079698,13.561959378035201,15.46171286166789,14.034957875443073,15.37930270077668,1130.9021861465574,1298.5118914501297,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,cooling_unmet_occupied_hours,h,5,5,-8.3,-8.0,-9.75,-6.5,-9.75,-6.8999999999999995,-54.626950772964825,-57.14285714285714,-65.0,-41.935483870967744,-62.28358208955224,-45.5002733734281,15.0,7.0,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,summer,building,whole_building,heating_unmet_occupied_hours,h,5,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
BASELINE_SPREAD,MORNING_BANK,shoulder,building,whole_building,facility_electricity_kwh,kWh,5,5,698.3965280363802,710.7612352940632,666.3966326052323,717.9433433215017,672.4418394045381,716.9147177359439,0.6274298974496159,0.6385253983382396,0.5985997004628679,0.6450307040896374,0.6040507797340554,0.6441249367403815,111312.91521743961,112011.15614990455,DESIGN_SIZING_SENSITIVITY_NOT_FIXED_OPERATION
