scenario_id,dimension,group,seeds,spaces_supported,space_time_intervals,spaces_over_1,ratio_over_1_count,ratio_over_1_percent,ratio_over_1_5_count,ratio_over_1_5_percent,ratio_over_2_count,ratio_over_2_percent,p50,p90,p95,p99,maximum
MIDDAY_BANK,hvac_group,hvac_group_03,5,2,960,2,287,29.895833333333332,124,12.916666666666668,0,0.0,0.0,1.570008865437232,1.6643132169389976,1.8840106385246793,1.8840106385246793
MIDDAY_BANK,hvac_group,hvac_group_04,5,41,19680,23,1690,8.58739837398374,1378,7.002032520325203,1271,6.458333333333334,0.0,0.7458696157842445,3.243113376833457,6.916806207114565,11.952575391642672
MIDDAY_BANK,hvac_group,hvac_group_05,5,14,6720,14,1268,18.86904761904762,801,11.919642857142858,315,4.6875,0.0,1.8090796146759773,1.9984563434429734,3.005259222237078,4.623896848898278
MIDDAY_BANK,hvac_group,hvac_group_06,5,30,14400,17,1920,13.333333333333334,1638,11.375,1487,10.32638888888889,0.0,2.21256172234566,6.250341343028133,11.16099007869877,26.871879920225044
MIDDAY_BANK,hvac_group,hvac_group_07,5,20,9600,20,2182,22.729166666666668,1528,15.916666666666668,821,8.552083333333334,0.0,1.811362203809819,2.4886244772725696,3.2216520865776714,3.5787597408149034
MIDDAY_BANK,hvac_group,hvac_group_08,5,27,12960,18,1949,15.038580246913579,1613,12.445987654320987,1460,11.265432098765432,0.0,2.5916666383092717,6.4555031169349695,10.657299246119614,20.17741685772875
MIDDAY_BANK,hvac_group,hvac_group_09,5,6,2880,6,793,27.534722222222225,348,12.083333333333334,61,2.118055555555556,0.0,1.6285643193545747,1.9843454865269463,2.2558039490838384,2.3812145838323358
MIDDAY_BANK,hvac_group,hvac_group_10,5,13,6240,13,165,2.644230769230769,47,0.7532051282051282,24,0.38461538461538464,0.0,0.4409484749451248,0.6837927240042759,1.3770695450351838,3.48048801211142
MIDDAY_BANK,hvac_group,hvac_group_11,5,6,2880,6,545,18.92361111111111,414,14.374999999999998,224,7.777777777777778,0.0,1.8193490821130403,2.441771491582664,3.8965923481686167,3.8965923481686167
MIDDAY_BANK,hvac_group,hvac_group_12,5,45,21600,45,4204,19.462962962962962,3583,16.587962962962962,3260,15.092592592592593,0.0,5.4073888631414775,8.47274495466897,13.51660278787181,67.88091163702491
MIDDAY_BANK,hvac_group,hvac_group_13,5,14,6720,14,1403,20.87797619047619,877,13.050595238095239,377,5.6101190476190474,0.0,1.7223415791411312,2.160682634681736,2.9204839934882134,3.1813026840000003
MIDDAY_BANK,hvac_group,hvac_group_14,5,32,15360,21,2691,17.51953125,2249,14.641927083333334,2032,13.229166666666666,0.0,4.912862975572159,7.952860260594787,11.253354831905192,16.33279668753099
MIDDAY_BANK,region,central_sector_1,5,26,12480,18,1862,14.919871794871794,1020,8.173076923076923,564,4.519230769230769,0.0,1.3801594588582735,1.8708460451565152,12.196393185925803,18.04473607378831
MIDDAY_BANK,region,central_sector_2,5,43,20640,25,1977,9.578488372093023,1502,7.2771317829457365,1271,6.157945736434108,0.0,0.9413665401741032,3.089900217602031,6.870378911957417,11.952575391642672
MIDDAY_BANK,region,northeast_pier,5,44,21120,31,3188,15.094696969696969,2439,11.548295454545453,1802,8.53219696969697,0.0,1.8824454456373554,4.269971588641232,10.14822377642196,26.871879920225044
