scenario_id,dimension,group,seeds,spaces_supported,space_time_intervals,spaces_over_1,ratio_over_1_count,ratio_over_1_percent,ratio_over_1_5_count,ratio_over_1_5_percent,ratio_over_2_count,ratio_over_2_percent,p50,p90,p95,p99,maximum
MIDDAY_BANK,region,northwest_pier,5,47,22560,38,4131,18.311170212765955,3141,13.922872340425533,2281,10.11081560283688,0.0,2.0509494620840587,3.410750148041734,9.687222469202645,20.17741685772875
MIDDAY_BANK,region,south_central_pier,5,19,9120,19,958,10.50438596491228,395,4.3311403508771935,85,0.9320175438596491,0.0,1.0192181737157189,1.4476127283151774,1.9843454865269463,3.48048801211142
MIDDAY_BANK,region,southeast_pier,5,51,24480,51,4749,19.399509803921568,3997,16.327614379084967,3484,14.232026143790849,0.0,4.4659601829926086,8.062178864023398,13.031114206105244,67.88091163702491
MIDDAY_BANK,region,southwest_pier,5,46,22080,35,4094,18.541666666666668,3126,14.157608695652174,2409,10.910326086956522,0.0,2.1928726939517973,6.776991178428811,10.699578333953385,16.33279668753099
MIDDAY_BANK,whole_model,whole_model,5,276,132480,217,20959,15.820501207729468,15620,11.790458937198068,11896,8.979468599033815,0.0,1.811362203809819,4.732734174874572,10.408145248525356,67.88091163702491
MORNING_BANK,function,arrival_exit,5,6,2880,0,0,0.0,0,0.0,0,0.0,0.0,0.20945361462961565,0.26525523257181016,0.3521731441571304,0.6746693329030979
MORNING_BANK,function,baggage_claim,5,4,1920,4,342,17.8125,337,17.552083333333332,330,17.1875,0.1729959828045616,4.241641217630685,4.791213779979523,5.643451170638162,8.414200646805337
MORNING_BANK,function,breakroom,5,9,4320,9,68,1.574074074074074,30,0.6944444444444444,9,0.20833333333333334,0.0,0.0,0.0,1.358989744377988,3.293645953241473
MORNING_BANK,function,central_hall,5,21,10080,21,1787,17.728174603174605,1470,14.583333333333334,1355,13.442460317460316,0.0,3.3851859875911434,5.373379338013714,7.848817580145161,11.876587232914918
MORNING_BANK,function,commercial,5,51,24480,16,851,3.4763071895424837,810,3.308823529411765,784,3.202614379084967,0.0,0.0,0.0,10.800492156354448,59.169394781117084
MORNING_BANK,function,concourse,5,15,7200,15,1348,18.722222222222225,1116,15.5,967,13.430555555555557,0.0,2.9719950678640608,4.60031092396462,8.25286517035085,15.961529386222345
MORNING_BANK,function,departure_entry,5,2,960,2,243,25.3125,184,19.166666666666668,169,17.604166666666668,0.5348354307341399,12.980212916980198,14.475209158621135,15.792884107678052,17.92601025093618
MORNING_BANK,function,domestic_waiting,5,63,30240,63,8248,27.275132275132275,6849,22.648809523809526,6179,20.43320105820106,0.09880071295888813,7.204528364100973,9.108515303964973,12.209244161702813,28.651097892808657
MORNING_BANK,function,international_arrival,5,13,6240,13,166,2.66025641025641,46,0.7371794871794871,23,0.36858974358974356,0.0,0.4363171973062238,0.6830519229464579,1.3775352608892244,3.48048801211142
MORNING_BANK,function,international_hall,5,2,960,0,0,0.0,0,0.0,0,0.0,1.1030633802579597e-05,0.12011470414189203,0.14990124117954454,0.19339379254662553,0.22768821000017017
MORNING_BANK,function,office,5,65,31200,65,7689,24.644230769230766,4564,14.62820512820513,1853,5.939102564102564,0.0,1.7898067147653727,2.160682634681736,3.1314147732130406,4.623896848898278
MORNING_BANK,function,restaurant,5,22,10560,6,346,3.276515151515152,294,2.784090909090909,257,2.433712121212121,0.0,0.0,0.0,5.410558545465098,22.742800484449003
MORNING_BANK,function,transfer,5,3,1440,3,22,1.5277777777777777,0,0.0,0,0.0,0.0,0.5912027859301818,0.7780370002046568,1.0755963788548533,1.4621503656581716
MORNING_BANK,hvac_group,hvac_group_01,5,12,5760,12,1279,22.20486111111111,502,8.715277777777777,64,1.1111111111111112,0.0,1.4956790462916918,1.6602951909427444,2.2114084314234344,2.948544575231245
MORNING_BANK,hvac_group,hvac_group_02,5,14,6720,6,585,8.705357142857142,521,7.752976190476191,499,7.425595238095238,0.010452359862656418,0.7585172504584051,4.351281684632178,13.86032788309802,17.92601025093618
MORNING_BANK,hvac_group,hvac_group_03,5,2,960,2,287,29.895833333333332,124,12.916666666666668,0,0.0,0.0,1.570008865437232,1.6643132169389976,1.8840106385246793,1.8840106385246793
MORNING_BANK,hvac_group,hvac_group_04,5,41,19680,23,1703,8.653455284552845,1381,7.017276422764228,1272,6.463414634146342,0.0,0.7529465575792835,3.2205473943096514,6.920909244904293,11.876587232914918
MORNING_BANK,hvac_group,hvac_group_05,5,14,6720,14,1268,18.86904761904762,801,11.919642857142858,315,4.6875,0.0,1.8090796146759773,1.9984563434429734,3.005259222237078,4.623896848898278
MORNING_BANK,hvac_group,hvac_group_06,5,30,14400,17,1960,13.61111111111111,1648,11.444444444444445,1482,10.291666666666668,0.0,2.2309929582792867,6.282316855424862,11.145033729983064,28.651097892808657
MORNING_BANK,hvac_group,hvac_group_07,5,20,9600,20,2182,22.729166666666668,1528,15.916666666666668,821,8.552083333333334,0.0,1.811362203809819,2.4886244772725696,3.2216520865776714,3.5787597408149034
MORNING_BANK,hvac_group,hvac_group_08,5,27,12960,18,1967,15.177469135802468,1645,12.692901234567902,1468,11.327160493827162,0.0,2.5916666383092717,6.333051079253426,10.688659759914854,17.58575021941948
MORNING_BANK,hvac_group,hvac_group_09,5,6,2880,6,793,27.534722222222225,348,12.083333333333334,61,2.118055555555556,0.0,1.6285643193545747,1.9843454865269463,2.2558039490838384,2.3812145838323358
MORNING_BANK,hvac_group,hvac_group_10,5,13,6240,13,166,2.66025641025641,46,0.7371794871794871,23,0.36858974358974356,0.0,0.4363171973062238,0.6830519229464579,1.3775352608892244,3.48048801211142
MORNING_BANK,hvac_group,hvac_group_11,5,6,2880,6,545,18.92361111111111,414,14.374999999999998,224,7.777777777777778,0.0,1.8193490821130403,2.441771491582664,3.8965923481686167,3.8965923481686167
MORNING_BANK,hvac_group,hvac_group_12,5,45,21600,45,4252,19.685185185185187,3587,16.60648148148148,3262,15.101851851851853,0.0,5.36332540120672,8.383002433454264,13.651258614645315,59.169394781117084
MORNING_BANK,hvac_group,hvac_group_13,5,14,6720,14,1403,20.87797619047619,877,13.050595238095239,377,5.6101190476190474,0.0,1.7223415791411312,2.160682634681736,2.9204839934882134,3.1813026840000003
MORNING_BANK,hvac_group,hvac_group_14,5,32,15360,21,2720,17.708333333333336,2278,14.830729166666668,2058,13.398437499999998,0.0,4.85901670409072,7.911061653569777,11.255087104140113,16.332796687530994
MORNING_BANK,region,central_sector_1,5,26,12480,18,1864,14.935897435897436,1023,8.197115384615385,563,4.511217948717949,0.0,1.3801594588582735,1.8708460451565152,12.180541090076895,17.92601025093618
MORNING_BANK,region,central_sector_2,5,43,20640,25,1990,9.641472868217054,1505,7.291666666666667,1272,6.162790697674419,0.0,0.9480971023911646,3.07853675816122,6.827216061825446,11.876587232914918
MORNING_BANK,region,northeast_pier,5,44,21120,31,3228,15.284090909090908,2449,11.59564393939394,1797,8.508522727272727,0.0,1.8824454456373554,4.262861323537249,10.200197519575177,28.651097892808657
MORNING_BANK,region,northwest_pier,5,47,22560,38,4149,18.39095744680851,3173,14.064716312056738,2289,10.14627659574468,0.0,2.0584693873061273,3.3838434319682005,9.691663107860029,17.58575021941948
MORNING_BANK,region,south_central_pier,5,19,9120,19,959,10.515350877192981,394,4.3201754385964914,84,0.9210526315789472,0.0,1.0485907815157642,1.4476127283151774,1.9843454865269463,3.48048801211142
MORNING_BANK,region,southeast_pier,5,51,24480,51,4797,19.595588235294116,4001,16.343954248366014,3486,14.240196078431373,0.0,4.410160645474997,7.964426968303618,13.058924350845794,59.169394781117084
MORNING_BANK,region,southwest_pier,5,46,22080,35,4123,18.67300724637681,3155,14.28894927536232,2435,11.028079710144928,0.0,2.26139995937977,6.8132352656019295,10.614943749181988,16.332796687530994
MORNING_BANK,whole_model,whole_model,5,276,132480,217,21110,15.934480676328503,15700,11.850845410628018,11926,9.002113526570048,0.0,1.811362203809819,4.672905762323515,10.358644546435187,59.169394781117084
SOURCE_STATIC,function,arrival_exit,1,6,576,0,0,0.0,0,0.0,0,0.0,0.9,0.9,0.9,0.9,0.9
SOURCE_STATIC,function,baggage_claim,1,4,384,0,0,0.0,0,0.0,0,0.0,0.9,0.9,0.9000000000000001,0.9,0.9
SOURCE_STATIC,function,breakroom,1,9,864,0,0,0.0,0,0.0,0,0.0,0.2,0.9000000000000001,0.9,0.9000000000000001,0.9
SOURCE_STATIC,function,central_hall,1,21,2016,0,0,0.0,0,0.0,0,0.0,0.9,0.9,0.9000000000000001,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,function,commercial,1,51,4896,0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0
SOURCE_STATIC,function,concourse,1,15,1440,0,0,0.0,0,0.0,0,0.0,0.9,0.9,0.9000000000000001,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,function,departure_entry,1,2,192,0,0,0.0,0,0.0,0,0.0,0.9,0.9,0.9,0.9,0.9
SOURCE_STATIC,function,domestic_waiting,1,63,6048,0,0,0.0,0,0.0,0,0.0,0.9,0.9000000000000001,0.9000000000000001,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,function,international_arrival,1,13,1248,0,0,0.0,0,0.0,0,0.0,0.9,0.9000000000000001,0.9000000000000001,0.9,0.9
SOURCE_STATIC,function,international_hall,1,2,192,0,0,0.0,0,0.0,0,0.0,0.9,0.9000000000000001,0.9000000000000001,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,function,office,1,65,6240,0,0,0.0,0,0.0,0,0.0,0.2,0.9,0.9,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,function,restaurant,1,22,2112,0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0
SOURCE_STATIC,function,transfer,1,3,288,0,0,0.0,0,0.0,0,0.0,0.9,0.9,0.9,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_01,1,12,1152,0,0,0.0,0,0.0,0,0.0,0.2,0.9,0.9,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,hvac_group,hvac_group_02,1,14,1344,0,0,0.0,0,0.0,0,0.0,0.9,0.9000000000000001,1.0,1.0,1.0
SOURCE_STATIC,hvac_group,hvac_group_03,1,2,192,0,0,0.0,0,0.0,0,0.0,0.2,0.9,0.9,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_04,1,41,3936,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,hvac_group,hvac_group_05,1,14,1344,0,0,0.0,0,0.0,0,0.0,0.2,0.9000000000000001,0.9000000000000001,0.9000000000000001,0.9000000000000001
SOURCE_STATIC,hvac_group,hvac_group_06,1,30,2880,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,hvac_group,hvac_group_07,1,20,1920,0,0,0.0,0,0.0,0,0.0,0.2,0.9,0.9,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_08,1,27,2592,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,hvac_group,hvac_group_09,1,6,576,0,0,0.0,0,0.0,0,0.0,0.2,0.9,0.9,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_10,1,13,1248,0,0,0.0,0,0.0,0,0.0,0.9,0.9000000000000001,0.9000000000000001,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_11,1,6,576,0,0,0.0,0,0.0,0,0.0,0.2,0.9,0.9,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_12,1,45,4320,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,hvac_group,hvac_group_13,1,14,1344,0,0,0.0,0,0.0,0,0.0,0.2,0.9000000000000001,0.9,0.9,0.9
SOURCE_STATIC,hvac_group,hvac_group_14,1,32,3072,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,region,central_sector_1,1,26,2496,0,0,0.0,0,0.0,0,0.0,0.8999999999999999,0.9,0.9000000000000001,1.0,1.0
SOURCE_STATIC,region,central_sector_2,1,43,4128,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,region,northeast_pier,1,44,4224,0,0,0.0,0,0.0,0,0.0,0.8999999999999999,1.0,1.0,1.0,1.0
SOURCE_STATIC,region,northwest_pier,1,47,4512,0,0,0.0,0,0.0,0,0.0,0.8999999999999999,1.0,1.0,1.0,1.0
SOURCE_STATIC,region,south_central_pier,1,19,1824,0,0,0.0,0,0.0,0,0.0,0.9,0.9000000000000001,0.9,0.9,0.9
SOURCE_STATIC,region,southeast_pier,1,51,4896,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
SOURCE_STATIC,region,southwest_pier,1,46,4416,0,0,0.0,0,0.0,0,0.0,0.8999999999999999,1.0,1.0,1.0,1.0
SOURCE_STATIC,whole_model,whole_model,1,276,26496,0,0,0.0,0,0.0,0,0.0,0.9,1.0,1.0,1.0,1.0
