scenario_id,family,scope,group,metric,n,mean,p10,p50,p90,minimum,maximum
MIDDAY_BANK,timing,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
MIDDAY_BANK,timing,building,all_spaces,tracked_person_hours_including_flow_only,30,178609.44738517932,178280.26262440762,178637.8891892298,178875.22513670134,177975.09411110354,179067.70996000833
MORNING_BANK,timing,building,all_spaces,whole_building_peak_occupancy,30,37124.02569055319,36562.74388085381,37126.799781904105,37599.0729958044,36421.31401038414,38471.45031193557
MORNING_BANK,timing,building,all_spaces,peak_function_occupancy,30,24414.857966465144,23991.28632933071,24396.01608310769,24834.0899923612,23702.48860547664,25246.972572752326
MORNING_BANK,timing,building,all_spaces,public_person_hours_bem,30,151876.80784958586,151596.63267686707,151895.5772828727,152185.4631263856,151265.9548494815,152351.22686277106
MORNING_BANK,timing,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
MORNING_BANK,timing,building,all_spaces,tracked_person_hours_including_flow_only,30,178609.4473851793,178280.26262440762,178637.8891892298,178875.22513670134,177975.09411110354,179067.70996000833
TRANSFER_DOMINANT,composition,building,all_spaces,whole_building_peak_occupancy,30,13223.580277938812,12822.386419340337,13178.883146335167,13653.761627987391,12748.255535564535,14118.622561144275
TRANSFER_DOMINANT,composition,building,all_spaces,peak_function_occupancy,30,8465.564272818816,8189.392388666935,8412.931722683137,8816.101711859548,7902.3937348738655,9169.529705378984
TRANSFER_DOMINANT,composition,building,all_spaces,public_person_hours_bem,30,162451.28739913722,162103.7396505348,162387.96918215184,162834.19097851423,162063.2336197336,163142.32520420774
TRANSFER_DOMINANT,composition,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
TRANSFER_DOMINANT,composition,building,all_spaces,tracked_person_hours_including_flow_only,30,189034.11268814764,188687.54418975968,188983.27899170946,189378.09393875743,188653.79335837133,189741.30693157387
VOLUME_0P50,volume,building,all_spaces,whole_building_peak_occupancy,30,8295.966508151927,8052.557075309013,8322.534219668996,8565.572484262715,7742.925654624167,8647.415774832998
VOLUME_0P50,volume,building,all_spaces,peak_function_occupancy,30,3762.363603852944,3596.8903153232905,3757.5141522049657,3979.8221311622465,3403.3837881174577,4119.160712377825
VOLUME_0P50,volume,building,all_spaces,public_person_hours_bem,30,75935.3290890363,75672.41124292328,75922.4678086904,76191.03019909703,75618.7265387044,76465.18302596438
VOLUME_0P50,volume,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
VOLUME_0P50,volume,building,all_spaces,tracked_person_hours_including_flow_only,30,102557.32150136698,102310.4169283061,102566.43584089722,102754.1318694503,102232.39593733639,103064.16475336361
VOLUME_0P75,volume,building,all_spaces,whole_building_peak_occupancy,30,10613.271801426466,10354.836829626951,10610.727480729078,10862.926310233126,10284.421081631048,11156.708336805763
VOLUME_0P75,volume,building,all_spaces,peak_function_occupancy,30,5490.8917196178945,5283.5162821342765,5495.5095558669345,5715.641433164145,5158.98009222116,5824.250437684279
VOLUME_0P75,volume,building,all_spaces,public_person_hours_bem,30,113920.5076061861,113650.93190421602,113933.0212825755,114153.39417026502,113467.97319749578,114487.526599144
VOLUME_0P75,volume,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
VOLUME_0P75,volume,building,all_spaces,tracked_person_hours_including_flow_only,30,140597.8235801657,140283.56217440852,140627.47287299356,140808.42052852776,140125.7056098314,141130.57134024668
VOLUME_1P00,volume,building,all_spaces,whole_building_peak_occupancy,30,12941.063543240763,12632.4162036207,12888.923772346501,13239.529188729544,12523.665978978837,13489.633482240091
VOLUME_1P00,volume,building,all_spaces,peak_function_occupancy,30,7240.817519168966,6985.009715758147,7228.330105941872,7493.069937693105,6889.795886723206,7673.8505443410495
VOLUME_1P00,volume,building,all_spaces,public_person_hours_bem,30,151876.80784958586,151596.63267686707,151895.5772828727,152185.46312638558,151265.9548494815,152351.22686277106
VOLUME_1P00,volume,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
VOLUME_1P00,volume,building,all_spaces,tracked_person_hours_including_flow_only,30,178609.44738517932,178280.26262440757,178637.8891892298,178875.22513670134,177975.0941111035,179067.70996000833
VOLUME_1P25,volume,building,all_spaces,whole_building_peak_occupancy,30,15330.202856771364,14928.102938484539,15269.992724279644,15817.656430720916,14739.362317274969,16214.033848393534
VOLUME_1P25,volume,building,all_spaces,peak_function_occupancy,30,8996.805489834993,8650.34954869354,8959.047575993092,9389.024964101649,8584.139829260532,9798.439877393825
VOLUME_1P25,volume,building,all_spaces,public_person_hours_bem,30,189854.49774003262,189542.6105598411,189877.0603141761,190231.93517039611,189174.941300062,190452.5080791953
VOLUME_1P25,volume,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
VOLUME_1P25,volume,building,all_spaces,tracked_person_hours_including_flow_only,30,216641.2368646317,216264.96872553625,216676.99175526534,217004.23141828267,215972.20658904462,217301.18021749187
VOLUME_1P50,volume,building,all_spaces,whole_building_peak_occupancy,30,17730.69173828035,17271.38233021834,17658.865997712353,18335.214378808836,16884.059265777752,18674.424271812837
VOLUME_1P50,volume,building,all_spaces,peak_function_occupancy,30,10827.764291491498,10440.793846004584,10772.03819933976,11264.192138172339,10271.596358508896,11680.859159650729
VOLUME_1P50,volume,building,all_spaces,public_person_hours_bem,30,227835.69867593513,227405.1441727118,227879.8288571327,228177.52043434483,227017.76662518902,228493.41006954442
VOLUME_1P50,volume,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
VOLUME_1P50,volume,building,all_spaces,tracked_person_hours_including_flow_only,30,254678.9853347488,254258.95699590904,254711.52658733737,255013.11822938803,253903.1579415376,255408.17672835744
WAIT_LONG,dwell,building,all_spaces,whole_building_peak_occupancy,30,15213.309862498743,14798.373681262383,15237.527883400404,15598.164322011507,14674.487411627391,15757.602943060396
WAIT_LONG,dwell,building,all_spaces,peak_function_occupancy,30,9499.725164559517,9243.212376079922,9488.68164621687,9802.483186355574,8998.970042425284,10251.396989724144
WAIT_LONG,dwell,building,all_spaces,public_person_hours_bem,30,187127.21880848997,186847.04363577117,187145.98824177682,187435.87408528966,186516.36580838542,187601.63782167516
WAIT_LONG,dwell,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
WAIT_LONG,dwell,building,all_spaces,tracked_person_hours_including_flow_only,30,213859.85834406,213530.6735832887,213888.30014811066,214125.6360955821,213225.5050699828,214318.12091888842
WAIT_MEDIUM,dwell,building,all_spaces,whole_building_peak_occupancy,30,12941.063543240763,12632.4162036207,12888.923772346501,13239.529188729544,12523.665978978837,13489.633482240091
WAIT_MEDIUM,dwell,building,all_spaces,peak_function_occupancy,30,7240.817519168966,6985.009715758147,7228.330105941872,7493.069937693105,6889.795886723206,7673.8505443410495
WAIT_MEDIUM,dwell,building,all_spaces,public_person_hours_bem,30,151876.80784958586,151596.63267686707,151895.5772828727,152185.46312638558,151265.9548494815,152351.22686277106
WAIT_MEDIUM,dwell,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
WAIT_MEDIUM,dwell,building,all_spaces,tracked_person_hours_including_flow_only,30,178609.44738517932,178280.26262440757,178637.8891892298,178875.22513670134,177975.0941111035,179067.70996000833
WAIT_SHORT,dwell,building,all_spaces,whole_building_peak_occupancy,30,10685.716287354817,10410.108205516563,10638.115601702479,10944.12398119765,10301.715901447516,11307.624769942602
WAIT_SHORT,dwell,building,all_spaces,peak_function_occupancy,30,4981.197569783219,4820.967444919127,4941.149732205993,5211.233016164991,4736.564946774298,5522.956387396258
WAIT_SHORT,dwell,building,all_spaces,public_person_hours_bem,30,116626.39689068175,116346.22171796297,116645.1663239685,116935.05216748152,116015.54389057739,117100.815903867
WAIT_SHORT,dwell,building,all_spaces,staff_person_hours_bem,30,26510.8557,26510.85569999999,26510.8557,26510.855700000007,26510.855699999986,26510.855700000015
WAIT_SHORT,dwell,building,all_spaces,tracked_person_hours_including_flow_only,30,143359.03642630807,143029.85166553568,143387.47823035845,143624.814177831,142724.68315223075,143817.29900113706
BASELINE_SPREAD,timing,function,arrival_exit,daily_mean_occupancy,30,32.63926940639269,32.63926940639269,32.63926940639269,32.63926940639269,32.63926940639269,32.6392694063927
BASELINE_SPREAD,timing,function,arrival_exit,daily_peak_occupancy,30,67.52296356639498,61.394022925463055,67.52986605306548,71.7240476877796,60.11981418004396,80.74142176918157
BASELINE_SPREAD,timing,function,arrival_exit,person_hours,30,783.3424657534247,783.3424657534246,783.3424657534247,783.3424657534247,783.3424657534246,783.3424657534248
BASELINE_SPREAD,timing,function,baggage_claim,daily_mean_occupancy,30,652.7853881278538,652.7853881278538,652.7853881278538,652.7853881278538,652.7853881278538,652.7853881278538
BASELINE_SPREAD,timing,function,baggage_claim,daily_peak_occupancy,30,1237.4946518808952,1153.8554711332063,1224.49185145146,1352.3647706760528,1130.6705322669422,1431.1536555369862
BASELINE_SPREAD,timing,function,baggage_claim,person_hours,30,15666.849315068492,15666.849315068492,15666.849315068492,15666.849315068492,15666.849315068492,15666.849315068492
BASELINE_SPREAD,timing,function,breakroom,daily_mean_occupancy,30,6.928415760486113,5.928121899583335,6.903868671875003,8.118949558125003,4.970785443750001,8.744900317708336
BASELINE_SPREAD,timing,function,breakroom,daily_peak_occupancy,30,365.82035215366676,313.00483629800004,364.5242658750001,428.68053666900016,262.45747143000006,461.730736775
BASELINE_SPREAD,timing,function,breakroom,person_hours,30,166.28197825166671,142.27492559000004,165.69284812500007,194.85478939500007,119.29885065000003,209.87760762500005
BASELINE_SPREAD,timing,function,central_hall,daily_mean_occupancy,30,469.18949771689495,469.18949771689495,469.18949771689495,469.18949771689495,469.18949771689495,469.18949771689495
BASELINE_SPREAD,timing,function,central_hall,daily_peak_occupancy,30,809.2805275705801,762.3163976072269,809.6562835777149,840.3024198778503,746.7700860145916,904.135868353051
BASELINE_SPREAD,timing,function,central_hall,person_hours,30,11260.547945205479,11260.547945205479,11260.547945205479,11260.547945205479,11260.547945205479,11260.547945205479
BASELINE_SPREAD,timing,function,commercial,daily_mean_occupancy,30,48.09192351598173,44.644400684931504,48.193921232876704,51.71284246575342,39.473116438356165,52.01883561643836
BASELINE_SPREAD,timing,function,commercial,daily_peak_occupancy,30,173.2401700592559,142.0483265848098,173.18433470645755,203.6214911064205,127.94302310355837,229.61610049946523
BASELINE_SPREAD,timing,function,commercial,person_hours,30,1154.2061643835616,1071.465616438356,1156.6541095890411,1241.108219178082,947.3547945205479,1248.4520547945206
BASELINE_SPREAD,timing,function,concourse,daily_mean_occupancy,30,184.80966324200912,181.53553652968037,185.17685502283103,188.34898401826484,177.06803652968037,191.95970319634702
BASELINE_SPREAD,timing,function,concourse,daily_peak_occupancy,30,363.5711663546754,336.64539089627965,362.4350216452492,393.8506322125408,320.9683354635225,409.413274910666
BASELINE_SPREAD,timing,function,concourse,person_hours,30,4435.431917808219,4356.852876712329,4444.244520547945,4520.375616438356,4249.632876712329,4607.032876712328
BASELINE_SPREAD,timing,function,departure_entry,daily_mean_occupancy,30,244.79452054794515,244.79452054794515,244.79452054794515,244.7945205479452,244.79452054794515,244.7945205479452
BASELINE_SPREAD,timing,function,departure_entry,daily_peak_occupancy,30,494.9427128374875,462.12316080259626,483.38404919273404,542.5643616383169,432.17187594164596,577.2455041284258
BASELINE_SPREAD,timing,function,departure_entry,person_hours,30,5875.068493150684,5875.068493150684,5875.068493150684,5875.068493150685,5875.068493150684,5875.068493150685
BASELINE_SPREAD,timing,function,domestic_waiting,daily_mean_occupancy,30,4554.490629577494,4539.9671280767125,4556.457918020284,4567.023269909211,4528.089842472687,4580.143356725052
BASELINE_SPREAD,timing,function,domestic_waiting,daily_peak_occupancy,30,7240.817519168966,6985.009715758147,7228.330105941872,7493.069937693105,6889.795886723206,7673.8505443410495
BASELINE_SPREAD,timing,function,domestic_waiting,person_hours,30,109307.77510985984,108959.2110738411,109354.99003248679,109608.55847782106,108674.1562193445,109923.44056140125
BASELINE_SPREAD,timing,function,info,daily_mean_occupancy,30,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_SPREAD,timing,function,info,daily_peak_occupancy,30,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_SPREAD,timing,function,info,person_hours,30,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_SPREAD,timing,function,international_arrival,daily_mean_occupancy,30,40.799086757990864,40.799086757990864,40.79908675799087,40.79908675799087,40.79908675799086,40.79908675799087
BASELINE_SPREAD,timing,function,international_arrival,daily_peak_occupancy,30,106.72704817100863,93.15940314914246,105.70504156435597,129.42677179328982,85.47260494171302,136.492391733921
BASELINE_SPREAD,timing,function,international_arrival,person_hours,30,979.1780821917807,979.1780821917807,979.1780821917808,979.1780821917808,979.1780821917806,979.178082191781
BASELINE_SPREAD,timing,function,international_hall,daily_mean_occupancy,30,40.799086757990864,40.799086757990864,40.799086757990864,40.79908675799087,40.79908675799086,40.79908675799087
BASELINE_SPREAD,timing,function,international_hall,daily_peak_occupancy,30,105.7851753054772,85.34783027165967,104.13760175034369,129.0938605278824,80.35191784046785,136.49889677165805
BASELINE_SPREAD,timing,function,international_hall,person_hours,30,979.1780821917807,979.1780821917807,979.1780821917807,979.1780821917808,979.1780821917806,979.1780821917808
BASELINE_SPREAD,timing,function,office,daily_mean_occupancy,30,1097.6905717395139,1096.5000379418748,1097.715118828125,1098.6908656004175,1095.8740871822918,1099.64820205625
BASELINE_SPREAD,timing,function,office,daily_peak_occupancy,30,3313.8569625000005,3313.856962499999,3313.8569625000005,3313.856962500001,3313.856962499999,3313.8569625000023
BASELINE_SPREAD,timing,function,office,person_hours,30,26344.573721748333,26316.000910604995,26345.162851875,26368.580774410017,26300.978092375,26391.55684935
BASELINE_SPREAD,timing,function,restaurant,daily_mean_occupancy,30,19.002174657534244,15.269058219178083,19.277568493150685,22.337499999999995,13.157705479452055,26.00941780821918
BASELINE_SPREAD,timing,function,restaurant,daily_peak_occupancy,30,94.7783606498782,72.82797866589253,91.19229548902139,122.41186496088623,67.85616216963477,153.65932235372713
BASELINE_SPREAD,timing,function,restaurant,person_hours,30,456.0521917808219,366.45739726027404,462.6616438356164,536.0999999999999,315.7849315068493,624.2260273972603
BASELINE_SPREAD,timing,function,restroom,daily_mean_occupancy,30,9.240993150684933,7.007243150684931,9.33279109589041,11.321746575342464,6.7318493150684935,13.769691780821917
BASELINE_SPREAD,timing,function,restroom,daily_peak_occupancy,30,68.9125278242909,50.210240366878914,63.90776450363044,96.66139026364141,43.31426235157045,129.2039489123641
BASELINE_SPREAD,timing,function,restroom,person_hours,30,221.78383561643835,168.17383561643837,223.98698630136985,271.72191780821913,161.56438356164384,330.472602739726
BASELINE_SPREAD,timing,function,transfer,daily_mean_occupancy,30,40.799086757990864,40.799086757990864,40.799086757990864,40.79908675799087,40.799086757990864,40.79908675799087
BASELINE_SPREAD,timing,function,transfer,daily_peak_occupancy,30,110.0326567261799,94.25876029637203,109.54688100062876,127.54822053219812,87.08791831683382,138.53686453158517
BASELINE_SPREAD,timing,function,transfer,person_hours,30,979.1780821917807,979.1780821917807,979.1780821917807,979.1780821917808,979.1780821917807,979.1780821917808
BASELINE_SPREAD,timing,hvac_group,C1-DOAS,daily_mean_occupancy,30,408.40218676736106,381.19480742802074,406.8679937291666,437.9906337019791,367.0096585968749,457.3122608249999
BASELINE_SPREAD,timing,hvac_group,C1-DOAS,daily_peak_occupancy,30,1312.6113787196664,1223.8736533904996,1311.1827381624998,1394.7361183769997,1195.1977444749998,1481.9568336299994
BASELINE_SPREAD,timing,hvac_group,C1-DOAS,person_hours,30,9801.652482416664,9148.675378272497,9764.831849499998,10511.775208847499,8808.231806324997,10975.494259799998
BASELINE_SPREAD,timing,hvac_group,C1-VAV,daily_mean_occupancy,30,930.2191780821918,930.2191780821917,930.2191780821918,930.2191780821918,930.2191780821917,930.2191780821918
BASELINE_SPREAD,timing,hvac_group,C1-VAV,daily_peak_occupancy,30,1618.6800135693522,1532.759475760507,1602.6483714834628,1754.5413427000403,1486.4616930503626,1823.4330774051766
BASELINE_SPREAD,timing,hvac_group,C1-VAV,person_hours,30,22325.2602739726,22325.2602739726,22325.260273972603,22325.260273972603,22325.2602739726,22325.260273972603
BASELINE_SPREAD,timing,hvac_group,C2-DOAS,daily_mean_occupancy,30,202.97680733920143,175.40429005677078,200.81052676927084,232.74322066625012,171.40004622708332,268.42241396250023
BASELINE_SPREAD,timing,hvac_group,C2-DOAS,daily_peak_occupancy,30,612.6216904675001,530.2171139999998,606.4358241375,702.5376760500004,516.96168615,808.5810988500008
BASELINE_SPREAD,timing,hvac_group,C2-DOAS,person_hours,30,4871.443376140834,4209.702961362499,4819.4526424625,5585.837295990003,4113.60110945,6442.137935100006
BASELINE_SPREAD,timing,hvac_group,C2-VAV,daily_mean_occupancy,30,528.4807705479451,527.3179965753425,528.1951769406392,530.0005365296803,525.6962328767123,532.4280821917808
BASELINE_SPREAD,timing,hvac_group,C2-VAV,daily_peak_occupancy,30,884.4174157916987,841.6877748053138,868.1621395330944,944.3509140615797,799.2413837264036,1024.350625554375
BASELINE_SPREAD,timing,hvac_group,C2-VAV,person_hours,30,12683.538493150683,12655.63191780822,12676.684246575342,12720.012876712328,12616.709589041095,12778.27397260274
BASELINE_SPREAD,timing,hvac_group,NE-DOAS,daily_mean_occupancy,30,104.6104865023264,86.62053893645836,102.26930792604168,125.95418004968752,80.72923766979167,126.66297723333334
BASELINE_SPREAD,timing,hvac_group,NE-DOAS,daily_peak_occupancy,30,341.9753102768334,297.2750619160001,325.6416775150001,392.890881474,261.57377624000003,435.6617286700001
BASELINE_SPREAD,timing,hvac_group,NE-DOAS,person_hours,30,2510.651676055834,2078.8929344750004,2454.463390225,3022.9003211925005,1937.5017040750001,3039.9114536
BASELINE_SPREAD,timing,hvac_group,NE-VAV,daily_mean_occupancy,30,959.7712065026669,915.8195449697445,959.1344922297302,1007.8229159347131,890.7016585578534,1016.4444463585425
BASELINE_SPREAD,timing,hvac_group,NE-VAV,daily_peak_occupancy,30,1698.3946052436186,1535.225532605499,1699.626513447237,1850.2478836922533,1468.3577313277178,1972.2443513792248
BASELINE_SPREAD,timing,hvac_group,NE-VAV,person_hours,30,23034.508956064008,21979.66907927387,23019.227813513524,24187.749982433117,21376.83980538848,24394.66671260502
BASELINE_SPREAD,timing,hvac_group,NW-DOAS,daily_mean_occupancy,30,154.20174226892362,137.6631413171875,154.7387098322917,168.1966511633333,126.29477090416667,199.9360367375
BASELINE_SPREAD,timing,hvac_group,NW-DOAS,daily_peak_occupancy,30,471.03899277633343,424.1736912,468.80029829500006,521.5127163785,397.22098790500013,603.121967175
BASELINE_SPREAD,timing,hvac_group,NW-DOAS,person_hours,30,3700.841814454167,3303.9153916125006,3713.7290359750004,4036.7196279199998,3031.0745017,4798.4648817
BASELINE_SPREAD,timing,hvac_group,NW-VAV,daily_mean_occupancy,30,838.3918422562296,799.0440531365058,837.7909791795787,871.8819104928791,780.5152111847464,909.2141421457121
BASELINE_SPREAD,timing,hvac_group,NW-VAV,daily_peak_occupancy,30,1527.5685681826108,1441.3519640602526,1512.4523350124045,1609.5055270794699,1374.1076675175966,1771.9791430008574
BASELINE_SPREAD,timing,hvac_group,NW-VAV,person_hours,30,20121.404214149512,19177.05727527614,20106.98350030989,20925.1658518291,18732.36506843391,21821.13941149709
BASELINE_SPREAD,timing,hvac_group,S-DOAS,daily_mean_occupancy,30,91.41642637385416,74.46052491572918,89.10593165833333,108.05014729395833,63.60764336354168,129.60862786666664
BASELINE_SPREAD,timing,hvac_group,S-DOAS,daily_peak_occupancy,30,275.93382307750005,224.67950205750003,268.42241396250006,326.08352511000004,192.20370382500005,391.03512157499995
BASELINE_SPREAD,timing,hvac_group,S-DOAS,person_hours,30,2193.9942329725004,1787.0525979775002,2138.5423597999998,2593.2035350549995,1526.5834407250004,3110.6070687999995
BASELINE_SPREAD,timing,hvac_group,S-VAV,daily_mean_occupancy,30,40.799086757990864,40.799086757990864,40.79908675799087,40.79908675799087,40.79908675799086,40.79908675799087
BASELINE_SPREAD,timing,hvac_group,S-VAV,daily_peak_occupancy,30,106.72704817100863,93.15940314914246,105.70504156435597,129.42677179328982,85.47260494171302,136.492391733921
BASELINE_SPREAD,timing,hvac_group,S-VAV,person_hours,30,979.1780821917807,979.1780821917807,979.1780821917808,979.1780821917808,979.1780821917806,979.178082191781
BASELINE_SPREAD,timing,hvac_group,SE-DOAS,daily_mean_occupancy,30,32.396020194513895,23.99784750343751,31.02138323229167,41.80062351864584,17.6739038,47.95887437395834
BASELINE_SPREAD,timing,hvac_group,SE-DOAS,daily_peak_occupancy,30,99.37152411550001,72.24208178250002,99.1947850775,125.92656457500001,53.02171140000001,145.80970635
BASELINE_SPREAD,timing,hvac_group,SE-DOAS,person_hours,30,777.5044846683335,575.9483400825002,744.513197575,1003.2149644475002,424.17369120000006,1151.012984975
BASELINE_SPREAD,timing,hvac_group,SE-VAV,daily_mean_occupancy,30,1549.5436029901039,1501.2619223528977,1552.7685878431644,1590.487482435348,1496.4363674964072,1617.0377298079818
BASELINE_SPREAD,timing,hvac_group,SE-VAV,daily_peak_occupancy,30,2637.2569099214434,2516.651320240505,2639.0782144456593,2753.1437551921144,2390.014371973555,2855.7158277040794
BASELINE_SPREAD,timing,hvac_group,SE-VAV,person_hours,30,37189.04647176249,36030.28613646954,37266.44610823595,38171.69957844835,35914.472819913775,38808.90551539156
BASELINE_SPREAD,timing,hvac_group,SW-DOAS,daily_mean_occupancy,30,110.61531805381946,94.6934627034375,111.01420824375003,125.39266539770833,90.21055064583335,134.30325856354168
BASELINE_SPREAD,timing,hvac_group,SW-DOAS,daily_peak_occupancy,30,333.63911898450004,284.3289273825,334.69955321250006,377.779693725,271.73627092500004,404.29054942500005
BASELINE_SPREAD,timing,hvac_group,SW-DOAS,person_hours,30,2654.767633291667,2272.6431048825,2664.3409978500003,3009.423969545,2165.0532155000005,3223.2782055250004
BASELINE_SPREAD,timing,hvac_group,SW-VAV,daily_mean_occupancy,30,1490.2356330796342,1454.2890819063678,1480.9893538465963,1543.122962100061,1410.531526113518,1572.469598840756
BASELINE_SPREAD,timing,hvac_group,SW-VAV,daily_peak_occupancy,30,2529.874263509318,2347.1406594122836,2509.7909261960394,2690.82896916751,2291.94772806851,2770.706516081535
BASELINE_SPREAD,timing,hvac_group,SW-VAV,person_hours,30,35765.65519391122,34902.937965752826,35543.744492318314,37034.95109040146,33852.75662672443,37739.27037217814
BASELINE_SPREAD,timing,hvac_group,zuoffice11-FCU,daily_mean_occupancy,30,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_SPREAD,timing,hvac_group,zuoffice11-FCU,daily_peak_occupancy,30,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_SPREAD,timing,hvac_group,zuoffice11-FCU,person_hours,30,0.0,0.0,0.0,0.0,0.0,0.0
BASELINE_SPREAD,timing,region,central_sector_1,daily_mean_occupancy,30,1338.6213648495527,1311.4139855102123,1337.0871718113583,1368.2098117841708,1297.2288366790665,1387.5314389071916
BASELINE_SPREAD,timing,region,central_sector_1,daily_peak_occupancy,30,2704.7240542881395,2583.0310931941503,2700.751247355522,2850.2086600205375,2463.3658073860934,2933.023478853115
BASELINE_SPREAD,timing,region,central_sector_1,person_hours,30,32126.912756389265,31473.935652245094,32090.092123472597,32837.0354828201,31133.492080297598,33300.7545337726
BASELINE_SPREAD,timing,region,central_sector_2,daily_mean_occupancy,30,731.4575778871466,704.4144341842252,728.659926020812,760.7127743140584,698.9322380079052,797.076580629167
BASELINE_SPREAD,timing,region,central_sector_2,daily_peak_occupancy,30,1463.54702857851,1373.5276263453854,1445.3214317550792,1560.1015340869571,1351.6506235137886,1650.1552417301211
BASELINE_SPREAD,timing,region,central_sector_2,person_hours,30,17554.981869291518,16905.946420421402,17487.838224499486,18257.106583537403,16774.373712189725,19129.837935100008
BASELINE_SPREAD,timing,region,northeast_pier,daily_mean_occupancy,30,1064.3816930049934,1022.9000867593769,1062.0492734668514,1107.5064667084941,986.3432525588952,1133.3999384393524
BASELINE_SPREAD,timing,region,northeast_pier,daily_peak_occupancy,30,1970.5126300392078,1810.4159348115722,1951.8817578892204,2149.288571831524,1765.0216663302792,2250.6083362292247
BASELINE_SPREAD,timing,region,northeast_pier,person_hours,30,25545.160632119845,24549.602082225047,25489.182563204435,26580.155201003858,23672.238061413485,27201.598522544457
BASELINE_SPREAD,timing,region,northwest_pier,daily_mean_occupancy,30,992.5935845251533,944.046693950915,990.149656436474,1040.671927504655,940.5984126698421,1055.9772520646068
BASELINE_SPREAD,timing,region,northwest_pier,daily_peak_occupancy,30,1961.4363206122885,1845.3303462807817,1960.0897012172813,2073.147144924689,1762.9369216238156,2119.13283088646
BASELINE_SPREAD,timing,region,northwest_pier,person_hours,30,23822.24602860368,22657.12065482196,23763.591754475376,24976.126260111723,22574.36190407621,25343.45404955056
BASELINE_SPREAD,timing,region,south_central_pier,daily_mean_occupancy,30,132.21551313184506,115.25961167372004,129.9050184163242,148.8492340519492,104.40673012153253,170.40771462465753
BASELINE_SPREAD,timing,region,south_central_pier,daily_peak_occupancy,30,355.9438301589867,303.04805700410606,353.2709835342571,415.9949625493184,270.439663084764,473.4948579228235
BASELINE_SPREAD,timing,region,south_central_pier,person_hours,30,3173.172315164281,2766.2306801692807,3117.7204419917807,3572.381617246781,2505.761522916781,4089.7851509917805
BASELINE_SPREAD,timing,region,southeast_pier,daily_mean_occupancy,30,1581.9396231846179,1536.4397681296475,1582.3430182332215,1630.4694326436993,1517.1591777349279,1645.66577190069
BASELINE_SPREAD,timing,region,southeast_pier,daily_peak_occupancy,30,2722.073819603858,2595.322618927943,2729.599976770952,2876.1671982467155,2496.057794773555,2948.503822654079
BASELINE_SPREAD,timing,region,southeast_pier,person_hours,30,37966.55095643083,36874.554435111546,37976.23243759732,39131.266383448776,36411.82026563827,39495.97852561656
BASELINE_SPREAD,timing,region,southwest_pier,daily_mean_occupancy,30,1600.8509511334537,1555.3311030423633,1591.8803632383124,1659.7150638909395,1518.87623847081,1686.6135608824225
BASELINE_SPREAD,timing,region,southwest_pier,daily_peak_occupancy,30,2841.2754672780584,2723.6593937925286,2810.828795967029,3030.9798399418596,2520.5386286892895,3052.7661076745503
BASELINE_SPREAD,timing,region,southwest_pier,person_hours,30,38420.42282720289,37327.946473016724,38205.12871771949,39833.161533382554,36453.02972329944,40478.72546117814
DOUBLE_BANK,timing,function,arrival_exit,daily_mean_occupancy,30,32.63926940639269,32.63926940639269,32.63926940639269,32.6392694063927,32.63926940639269,32.6392694063927
DOUBLE_BANK,timing,function,arrival_exit,daily_peak_occupancy,30,114.40385285086911,106.69674875947713,115.04278409252437,122.06089395700225,106.38084061492722,125.6788008241642
DOUBLE_BANK,timing,function,arrival_exit,person_hours,30,783.3424657534247,783.3424657534247,783.3424657534247,783.3424657534248,783.3424657534246,783.3424657534248
DOUBLE_BANK,timing,function,baggage_claim,daily_mean_occupancy,30,652.7853881278538,652.7853881278538,652.7853881278538,652.7853881278539,652.7853881278538,652.7853881278539
