scenario_id,run_kind,period_id,scope,group,metric,n,p10,p50,p90,unit,aggregation
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,people_latent_gain_kwh,1,52.59326028283741,52.59326028283741,52.59326028283741,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,people_radiant_gain_kwh,1,26.786869900092427,26.786869900092427,26.786869900092427,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,people_sensible_gain_kwh,1,89.28956633364142,89.28956633364142,89.28956633364142,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,relative_humidity_maximum_percent,1,42.14858052263973,42.14858052263973,42.14858052263973,%,maximum
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,relative_humidity_mean_percent,1,31.620889627723795,31.620889627723795,31.620889627723795,%,area_weighted_mean
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,relative_humidity_minimum_percent,1,22.377855047225015,22.377855047225015,22.377855047225015,%,minimum
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,sensible_cooling_kwh,1,13769.645089430227,13769.645089430227,13769.645089430227,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,general_commercial,sensible_heating_kwh,1,534.0749066875414,534.0749066875414,534.0749066875414,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,air_temperature_maximum_c,1,25.00189691948733,25.00189691948733,25.00189691948733,C,maximum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,air_temperature_mean_c,1,25.000420353629227,25.000420353629227,25.000420353629227,C,area_weighted_mean
BASELINE_SPREAD,shoulder,shoulder,function,information_room,air_temperature_minimum_c,1,25.000000607373813,25.000000607373813,25.000000607373813,C,minimum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,maximum_zone_sensible_cooling_interval_peak_kw,1,24.694266355873918,24.694266355873918,24.694266355873918,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,maximum_zone_sensible_heating_interval_peak_kw,1,0.0,0.0,0.0,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,relative_humidity_maximum_percent,1,27.868611549907257,27.868611549907257,27.868611549907257,%,maximum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,relative_humidity_mean_percent,1,26.841075942335735,26.841075942335735,26.841075942335735,%,area_weighted_mean
BASELINE_SPREAD,shoulder,shoulder,function,information_room,relative_humidity_minimum_percent,1,25.976210577176467,25.976210577176467,25.976210577176467,%,minimum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,sensible_cooling_kwh,1,470.85362345100793,470.85362345100793,470.85362345100793,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,information_room,sensible_heating_kwh,1,0.0,0.0,0.0,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,air_temperature_maximum_c,1,22.424133484361796,22.424133484361796,22.424133484361796,C,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,air_temperature_mean_c,1,20.581533741753983,20.581533741753983,20.581533741753983,C,area_weighted_mean
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,air_temperature_minimum_c,1,19.994497004195665,19.994497004195665,19.994497004195665,C,minimum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,maximum_zone_people_latent_gain_interval_peak_kw,1,1.7353777149086391,1.7353777149086391,1.7353777149086391,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,maximum_zone_people_radiant_gain_interval_peak_kw,1,1.3499886950611777,1.3499886950611777,1.3499886950611777,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,maximum_zone_people_sensible_gain_interval_peak_kw,1,4.499962316870592,4.499962316870592,4.499962316870592,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,maximum_zone_sensible_cooling_interval_peak_kw,1,62.90802853578452,62.90802853578452,62.90802853578452,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,maximum_zone_sensible_heating_interval_peak_kw,1,21.149217502430314,21.149217502430314,21.149217502430314,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,outdoor_air_maximum_m3_s,1,5.490129351435346,5.490129351435346,5.490129351435346,m3/s,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,outdoor_air_mean_m3_s,1,26.44721808510543,26.44721808510543,26.44721808510543,m3/s,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,outdoor_air_minimum_m3_s,1,0.12522516724066496,0.12522516724066496,0.12522516724066496,m3/s,minimum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,people_latent_gain_kwh,1,35.17514010133903,35.17514010133903,35.17514010133903,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,people_radiant_gain_kwh,1,24.697869856493053,24.697869856493053,24.697869856493053,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,people_sensible_gain_kwh,1,82.32623285497684,82.32623285497684,82.32623285497684,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,relative_humidity_maximum_percent,1,42.555360759398205,42.555360759398205,42.555360759398205,%,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,relative_humidity_mean_percent,1,35.10137342706318,35.10137342706318,35.10137342706318,%,area_weighted_mean
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,relative_humidity_minimum_percent,1,27.251180119839802,27.251180119839802,27.251180119839802,%,minimum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,sensible_cooling_kwh,1,4164.876955248396,4164.876955248396,4164.876955248396,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_arrival,sensible_heating_kwh,1,443.1590439590006,443.1590439590006,443.1590439590006,kWh,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,air_temperature_maximum_c,1,23.298194154916466,23.298194154916466,23.298194154916466,C,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,air_temperature_mean_c,1,21.270454508218556,21.270454508218556,21.270454508218556,C,area_weighted_mean
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,air_temperature_minimum_c,1,19.99633598417234,19.99633598417234,19.99633598417234,C,minimum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,maximum_zone_people_latent_gain_interval_peak_kw,1,3.083043274325346,3.083043274325346,3.083043274325346,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,maximum_zone_people_radiant_gain_interval_peak_kw,1,2.203263509485828,2.203263509485828,2.203263509485828,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,maximum_zone_people_sensible_gain_interval_peak_kw,1,7.344211698286093,7.344211698286093,7.344211698286093,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,maximum_zone_sensible_cooling_interval_peak_kw,1,360.73461716819367,360.73461716819367,360.73461716819367,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,maximum_zone_sensible_heating_interval_peak_kw,1,20.731794794430257,20.731794794430257,20.731794794430257,kW,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,outdoor_air_maximum_m3_s,1,28.811245152861183,28.811245152861183,28.811245152861183,m3/s,maximum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,outdoor_air_mean_m3_s,1,51.80694494555715,51.80694494555715,51.80694494555715,m3/s,sum
BASELINE_SPREAD,shoulder,shoulder,function,international_hall,outdoor_air_minimum_m3_s,1,19.040360945917545,19.040360945917545,19.040360945917545,m3/s,minimum
