simulation_scope,scenario_id,period_id,grouping,category,space_name,zone_name,space_count,floor_area_m2,design_people,person_hours,occupant_peak,occupant_peak_time,occupant_density_peak_per_m2,people_sensible_kwh,people_latent_kwh,people_radiant_kwh,heating_kwh,cooling_kwh,heating_peak_kw,heating_peak_time,cooling_peak_kw,cooling_peak_time,oa_heating_kwh,oa_cooling_kwh,oa_mass_flow_peak_kg_s,oa_mass_flow_peak_time,temperature_area_weighted_mean_c,rh_area_weighted_mean_pct,heating_unmet_zone_hours,cooling_unmet_zone_hours,available_variables,unavailable_variables
seasonal,public_midday,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,9907.943640414362,07/15  17:45:00,0.05026208938277975,8556.988802831444,6472.689949724649,2567.0966408494223,0.0,93043.38151365748,0.0,07/15  00:15:00,9338.692384987075,07/15  17:00:00,0.0,56608.65741918012,217.5759734939659,07/15  00:15:00,23.873212929099623,74.69735938497278,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_morning,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,10285.422125885283,07/15  15:30:00,0.05217700311921097,8583.504597256382,6446.17415529993,2575.051379176953,0.0,91201.50092504111,0.0,07/15  00:15:00,9321.003568784949,07/15  16:15:00,0.0,56181.23761748338,217.5759734939659,07/15  00:15:00,23.9129735951973,75.09042071551396,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_perimeter,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935125749,9907.943640415382,07/15  17:45:00,0.050262089382784925,8556.826806884897,6472.85194567055,2567.048042065488,0.0,93087.17948463147,0.0,07/15  00:15:00,9343.843251077551,07/15  17:00:00,0.0,56606.687369882464,217.5759734939659,07/15  00:15:00,23.873034253787754,74.69634533085974,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_0_50,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,92932.2179054773,7447.827550327039,07/15  17:45:00,0.03778214608681521,6514.26101564192,4998.517563419898,1954.2783046925676,0.0,90102.57859374257,0.0,07/15  00:15:00,9141.689506991592,07/15  17:00:00,0.0,56592.66727710233,217.5759734939659,07/15  00:15:00,23.86807428838304,74.61044594314954,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_0_75,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,107585.96862837009,8677.885595370699,07/15  17:45:00,0.04402211773479747,7535.846852968606,5735.381812840358,2260.7540558905703,0.0,91558.0507478699,0.0,07/15  00:15:00,9239.554982812107,07/15  17:00:00,0.0,56574.11508820175,217.5759734939659,07/15  00:15:00,23.87055701294411,74.65342027838912,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_1_00,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,9907.943640414362,07/15  17:45:00,0.05026208938277975,8556.988802831444,6472.689949724649,2567.0966408494223,0.0,93043.38151365748,0.0,07/15  00:15:00,9338.692384987075,07/15  17:00:00,0.0,56608.65741918012,217.5759734939659,07/15  00:15:00,23.873212929099623,74.69735938497278,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_1_25,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,136893.47007415575,11138.001685458024,07/15  17:45:00,0.056502061030762024,9577.96707950324,7210.161759799948,2873.390123850969,0.0,94519.23407685974,0.0,07/15  00:15:00,9439.079214759926,07/15  17:00:00,0.0,56608.00147607885,217.5759734939659,07/15  00:15:00,23.875772698278478,74.74733152333607,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_1_50,summer,whole_building,,,,304,197125.5823640494,17132.88698405694,151547.22079704856,12368.059730501687,07/15  17:45:00,0.0627420326787443,10598.73669796165,7947.842228088596,3179.6210093884947,0.0,95991.76225363262,0.0,07/15  00:15:00,9540.793845002758,07/15  17:00:00,0.0,56533.635237164075,217.5759734939659,07/15  00:15:00,23.87772120048243,74.82411060650382,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,baseline_r,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,9907.943640414362,01/15  17:45:00,0.05026208938277975,10641.266078998273,4388.41267355782,3192.379823699498,172518.00465860477,1539.1199955739662,10187.225869267058,01/15  06:00:00,457.8119511070022,01/15  15:15:00,145565.83367214512,0.0,217.57597349396605,01/15  09:45:00,20.01205990287077,10.908658473954066,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,baseline_s,winter,whole_building,,,,304,197125.5823640494,12251.18125367545,115063.23190643478,10860.515332994291,01/15  15:15:00,0.055094398214318066,9979.892049170407,3992.817681457931,2993.9676147511136,141711.27408375547,1815.2863062043784,8844.734814142488,01/15  06:00:00,502.4191226079291,01/15  15:15:00,114049.56140770914,0.0,170.46566229604338,01/15  08:45:00,20.013872982871764,11.535731539090392,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,entrance_2_lead,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126295,9800.595112093599,01/15  17:45:00,0.04971752014405703,10641.402326191384,4388.276426364706,3192.4206978574325,172517.34727887754,1538.7981672741223,10182.481215310481,01/15  06:00:00,458.9709491996068,01/15  15:15:00,145568.95743726077,0.0,217.57597349396605,01/15  09:45:00,20.01204865619255,10.912532255013309,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,entrance_3_lead,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126286,9812.199261453974,01/15  17:45:00,0.049776386929490005,10641.033558014864,4388.645194541201,3192.310067404485,172518.704398458,1540.1048494875786,10182.155701601057,01/15  06:00:00,457.37983422863044,01/15  15:15:00,145557.17820328393,0.0,217.57597349396605,01/15  09:45:00,20.012079971056625,10.903476684365597,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_core,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.7193512712,9907.943640414498,01/15  17:45:00,0.05026208938278044,10644.133485459795,4385.545267097186,3193.2400456379805,172513.2307537087,1530.1601622271287,10187.247257137287,01/15  06:00:00,456.2179784294908,01/15  15:15:00,145568.3651005864,0.0,217.57597349396605,01/15  09:45:00,20.011947317233847,10.927216411633596,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_evening,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126293,8902.624075397642,01/15  17:30:00,0.04516219543213002,10647.17483512572,4382.503917430376,3194.1524505377447,172466.7759909211,1515.3018766633534,10208.10036122894,01/15  06:00:00,455.155633529526,01/15  15:15:00,145578.92958802555,0.0,217.57597349396605,01/15  09:45:00,20.01185716289739,10.834108856888477,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_midday,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,9907.943640414362,01/15  17:45:00,0.05026208938277975,10641.266078998273,4388.41267355782,3192.379823699498,172518.00465860477,1539.1199955739662,10187.225869267058,01/15  06:00:00,457.8119511070022,01/15  15:15:00,145565.83367214512,0.0,217.57597349396605,01/15  09:45:00,20.01205990287077,10.908658473954066,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_morning,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,10285.422125885283,01/15  15:30:00,0.05217700311921097,10636.759239064579,4392.919513491485,3191.0277717193717,172541.68078355188,1551.9364654736053,9963.733367853392,01/15  02:15:00,461.97373492303063,01/15  15:15:00,145559.26301269862,0.0,217.57597349396625,01/15  17:45:00,20.012186783613114,10.987406442662952,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_perimeter,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935125749,9907.943640415382,01/15  17:45:00,0.050262089382784925,10638.084791247504,4391.593961307816,3191.425437374322,172530.68311439012,1548.8394715062864,10187.198600842341,01/15  06:00:00,458.52450405272685,01/15  15:15:00,145540.01704561367,0.0,217.57597349396605,01/15  09:45:00,20.012182971026537,10.89256470298391,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_0_50,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,92932.2179054773,7447.827550327039,01/15  17:45:00,0.03778214608681521,8103.165291419825,3409.613287642088,2430.94958742593,174677.35326225025,1537.9397478225974,10209.906724094993,01/15  06:00:00,457.6144332705983,01/15  15:15:00,145552.2109079834,0.0,217.57597349396605,01/15  09:45:00,20.0120336291897,10.17327800129407,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_0_75,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,107585.96862837009,8677.885595370699,01/15  17:45:00,0.04402211773479747,9372.216523652183,3899.012142156889,2811.664957095607,173597.41958761474,1538.5295312617475,10198.566174178417,01/15  06:00:00,457.7131629247746,01/15  15:15:00,145559.9928432278,0.0,217.57597349396605,01/15  09:45:00,20.01204661455133,10.541025470441651,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_1_00,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,122239.71935126296,9907.943640414362,01/15  17:45:00,0.05026208938277975,10641.266078998273,4388.41267355782,3192.379823699498,172518.00465860477,1539.1199955739662,10187.225869267058,01/15  06:00:00,457.8119511070022,01/15  15:15:00,145565.83367214512,0.0,217.57597349396605,01/15  09:45:00,20.01205990287077,10.908658473954066,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_1_25,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,136893.47007415575,11138.001685458024,01/15  17:45:00,0.056502061030762024,11910.311806897636,4877.817032405434,3573.093542069348,171439.28242099783,1539.7103631133612,10175.889053335688,01/15  06:00:00,457.91124280964533,01/15  15:15:00,145562.06666745644,0.0,217.57597349396605,01/15  09:45:00,20.012076864101637,11.276175995953581,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
seasonal,public_volume_1_50,winter,whole_building,,,,304,197125.5823640494,17132.88698405694,151547.22079704856,12368.059730501687,01/15  17:45:00,0.0627420326787443,13179.351638658949,5367.227287391336,3953.8054915976695,170360.98276348383,1540.311174827855,10164.549006945464,01/15  06:00:00,458.01199291945505,01/15  15:15:00,145562.01782017248,0.0,217.57597349396605,01/15  09:45:00,20.012099217530672,11.64357779817798,0.0,0.0,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate|Zone Ideal Loads Outdoor Air Total Heating Energy|Zone Ideal Loads Outdoor Air Total Cooling Energy|Zone Ideal Loads Outdoor Air Mass Flow Rate|Zone Air Temperature|Zone Air Relative Humidity|Zone Heating Setpoint Not Met Time|Zone Cooling Setpoint Not Met Time,
annual,baseline_r,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.563211694,9714.347585273434,01/01  18:00:00,0.04927999435067277,3546566.3005050854,1939266.4441795966,1063969.890151484,19540692.369795565,6863229.965937575,11263.452727879709,01/18  05:00:00,12768.933022333174,08/02  17:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,baseline_s,annual,whole_building,,,,304,197125.5823640494,12251.18125367545,32592469.431033615,10860.515332994291,01/02  16:00:00,0.055094398214318066,2536322.5720648956,1420521.3950541273,760896.771619222,16526352.275738537,6321851.829193611,9763.897937763406,01/18  05:00:00,11263.653445646669,08/02  16:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,entrance_2_lead,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.56320974,9644.261046213524,01/01  18:00:00,0.04892445176599457,3547269.6445946097,1938563.1000899014,1064180.8933783278,19536229.563756652,6859081.633613208,11261.105276414293,01/18  05:00:00,12773.922994739241,08/02  17:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,entrance_3_lead,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.56320967,9656.314426338453,01/01  18:00:00,0.04898559745789502,3546779.85764926,1939052.8870349664,1064033.9572948148,19538989.458158772,6863255.827810706,11261.02946141105,01/18  05:00:00,12773.601372012947,08/02  17:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,public_core,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.56321481,9714.347585272448,01/01  18:00:00,0.049279994350667766,3542034.4863927765,1943798.2582886356,1062610.3459173625,19550301.040561106,6877194.847398871,11263.49105042853,01/18  05:00:00,12766.121355210455,08/02  17:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,public_evening,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.56321221,8755.571136732686,01/01  18:00:00,0.044416209361213155,3561879.0300027323,1923953.7146816952,1068563.7090009518,19418943.587383706,6683334.318515071,11247.387296042896,01/18  05:00:00,12779.866323313983,08/02  17:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,public_midday,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.563211694,9714.347585273434,01/01  18:00:00,0.04927999435067277,3546566.3005050854,1939266.4441795966,1063969.890151484,19540692.369795565,6863229.965937575,11263.452727879709,01/18  05:00:00,12768.933022333174,08/02  17:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
annual,public_morning,annual,whole_building,,,,304,197125.5823640494,17132.88698405694,44617497.563210435,10111.511359841055,01/01  15:00:00,0.05129476975325925,3585005.4867414203,1900827.2579431902,1075501.6460224465,19431778.612578437,6751786.044687721,11062.474373147943,01/18  03:00:00,12905.212812612364,08/02  16:00:00,,,,,,,,,Zone People Occupant Count|Zone People Sensible Heating Energy|Zone People Latent Gain Energy|Zone People Radiant Heating Energy|Zone Ideal Loads Supply Air Total Heating Energy|Zone Ideal Loads Supply Air Total Cooling Energy|Zone Ideal Loads Supply Air Total Heating Rate|Zone Ideal Loads Supply Air Total Cooling Rate,
