analysis_scope,scenario_id,period_id,category,space_name,zone_name,metric,baseline,value,delta,delta_pct
seasonal_zone,public_evening,winter,terminal_hall,d-b-hall-11,dbhall11,heating_kwh,392.3772888802571,392.35082987818004,-0.02645900207704699,-0.006743255235937358
seasonal_zone,public_evening,summer,office,x-n-office-8,xnoffice8,cooling_peak_kw,3.466621483901402,3.4663881531883156,-0.0002333307130863993,-0.006730781372294631
seasonal_zone,public_core,summer,office,z-u-office-5,zuoffice5,cooling_kwh,131.43907136531024,131.43024802828614,-0.0088233370240971,-0.006712872308397774
seasonal_zone,entrance_2_lead,winter,commerce_retail,d-b-commerce-2,dbcommerce2,heating_peak_kw,10.023823979436635,10.0231515406488,-0.0006724387878342952,-0.006708405786192666
seasonal_zone,entrance_3_lead,shoulder,office,x-b-office-15,xboffice15,heating_kwh,18.120299175870116,18.121512552895474,0.0012133770253583975,0.00669623063936047
seasonal_zone,entrance_2_lead,shoulder,office,z-u-office-9,zuoffice9,heating_kwh,44.50229107974193,44.50527013900279,0.0029790592608591737,0.006694170543986405
seasonal_zone,public_perimeter,summer,office,n-office-6,noffice6,cooling_peak_kw,17.379976542364773,17.381138395558217,0.0011618531934445286,0.006685010135729696
seasonal_zone,entrance_2_lead,shoulder,terminal_hall,hall-2-1,Thermal Zone: hall-2-1,heating_kwh,33.29543375652477,33.29765897642544,0.00222521990066582,0.00668325848204261
seasonal_zone,entrance_2_lead,shoulder,commerce_retail,P4-2-commerce 2,Thermal Zone: P4-2-commerce 2,cooling_peak_kw,40.00642751882082,40.009100024965804,0.0026725061449823784,0.006680191935971067
seasonal_zone,entrance_3_lead,winter,commerce_retail,x-n-commerce-2,xncommerce2,heating_peak_kw,9.730178449922462,9.729528488192594,-0.0006499617298683091,-0.006679854159031262
seasonal_zone,entrance_3_lead,shoulder,office,x-b-office-10,xboffice10,heating_kwh,16.774445764325854,16.77556554053353,0.0011197762076768925,0.006675488558067986
seasonal_zone,entrance_3_lead,winter,commerce_retail,d-b-commerce-6,dbcommerce6,heating_kwh,123.46091080115907,123.46914932066885,0.008238519509774278,0.0066729780756622555
seasonal_zone,entrance_3_lead,winter,commerce_retail,z-d-commerce-3,zdcommerce3,heating_kwh,767.9087360008763,767.9599606339335,0.05122463305724523,0.006670666793558495
seasonal_zone,entrance_3_lead,winter,commerce_retail,d-b-commerce-2,dbcommerce2,heating_kwh,182.46538485421993,182.47755231874675,0.0121674645268115,0.006668368653338086
seasonal_zone,entrance_3_lead,winter,commerce_retail,z-d-commerce-4,zdcommerce4,heating_kwh,767.9774255246598,768.0286370123515,0.051211487691716684,0.00666835846857484
seasonal_zone,entrance_2_lead,winter,commerce_retail,d-b-commerce-4,dbcommerce4,heating_peak_kw,5.5748763339938465,5.574504635513771,-0.00037169848007589934,-0.006667385208339038
seasonal_zone,entrance_2_lead,winter,commerce_retail,z-d-commerce-2,zdcommerce2,heating_kwh,768.0101628386103,768.0613631963638,0.05120035775348697,0.006666625030617755
seasonal_zone,entrance_2_lead,winter,commerce_retail,z-d-commerce-1,zdcommerce1,heating_kwh,768.0052168233708,768.0563961096735,0.05117928630272672,0.0066639243043706
